GeneId	GeneName
NCU09824.7	conserved hypothetical protein
NCU11223.7	conserved hypothetical protein
NCU04632.7	conserved hypothetical protein
NCU02420.7	AAA family ATPase
NCU09290.7	pcb-1
NCU06133.7	conserved hypothetical protein
NCU04559.7	conserved hypothetical protein
NCU16740.7	predicted protein
NCU06180.7	conserved hypothetical protein
NCU04891.7	conserved hypothetical protein
NCU05670.7	conserved hypothetical protein
NCU00144.7	conserved hypothetical protein
NCU05911.7	conserved hypothetical protein
NCU16423.7	predicted protein
NCU07805.7	nit-15
NCU09773.7	oligopeptide transporter
NCU06006.7	conserved hypothetical protein
NCU01309.7	conserved hypothetical protein
NCU03685.7	conserved hypothetical protein
NCU10702.7	predicted protein
NCU16787.7	conserved hypothetical protein
NCU05048.7	conserved hypothetical protein
NCU04602.7	conserved hypothetical protein
NCU09207.7	conserved hypothetical protein
NCU16821.7	mitochondrial pyruvate dehydrogenase kinase
NCU07111.7	metallo-beta-lactamase domain-containing protein
NCU16611.7	conserved hypothetical protein
NCU05202.7	conserved hypothetical protein
NCU03436.7	serine/threonine-protein phosphatase ppe1
NCU00363.7	conserved hypothetical protein
NCU03433.7	conserved hypothetical protein
NCU09808.7	dynamin-1
NCU06926.7	conserved hypothetical protein
NCU06414.7	conserved hypothetical protein
NCU08991.7	scon-3
NCU06941.7	prefoldin subunit 6
NCU03767.7	mitochondrial chaperone bcs1
NCU02246.7	conserved hypothetical protein
NCU08776.7	conserved hypothetical protein
NCU02994.7	conserved hypothetical protein
NCU04119.7	SNARE complex subunit
NCU10040.7	conserved hypothetical protein
NCU09901.7	conserved hypothetical protein
NCU00823.7	rpn-11
NCU02710.7	conserved hypothetical protein
NCU08249.7	conserved hypothetical protein
NCU03938.7	aod-5
NCU04600.7	protein phosphatase 2C isoform gamma
NCU07864.7	60S ribosome biogenesis protein Mak11
NCU00222.7	hypothetical protein
NCU07418.7	CCCH zinc finger and SMR domain-containing protein
NCU08275.7	aromatic-L-amino-acid decarboxylase
NCU01697.7	conserved hypothetical protein
NCU03430.7	conserved hypothetical protein
NCU07507.7	conserved hypothetical protein
NCU03811.7	HATPase_c domain-containing protein
NCU09077.7	Rpr2 domain-containing protein
NCU16344.7	IMP-specific 5'-nucleotidase 1
NCU04341.7	conserved hypothetical protein
NCU01608.7	conserved hypothetical protein
NCU03493.7	het-c
NCU16903.7	conserved hypothetical protein
NCU01565.7	conserved hypothetical protein
NCU11341.7	translation initiation factor eIF-2B
NCU09669.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU01991.7	conserved hypothetical protein
NCU06719.7	MSF1 domain-containing protein
NCU06255.7	conserved hypothetical protein
NCU07602.7	conserved hypothetical protein
NCU07825.7	conserved hypothetical protein
NCU02326.7	conserved hypothetical protein
NCU05123.7	capsule protein
NCU16926.7	predicted protein
NCU09054.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU03703.7	crp-49
NCU03338.7	conserved hypothetical protein
NCU05302.7	GTP-binding protein Obg
NCU05273.7	Vps52/Sac2 family protein
NCU10591.7	conserved hypothetical protein
NCU04424.7	conserved hypothetical protein
NCU09456.7	dimethylaniline monooxygenase
NCU05677.7	conserved hypothetical protein
NCU00135.7	phosphatidyl synthase
NCU08229.7	conserved hypothetical protein
NCU05669.7	conserved hypothetical protein
NCU06536.7	conserved hypothetical protein
NCU01548.7	conserved hypothetical protein
NCU09615.7	conserved hypothetical protein
NCU07970.7	conserved hypothetical protein
NCU08370.7	sporulation protein RMD8
NCU05256.7	conserved hypothetical protein
NCU08842.7	conserved hypothetical protein
NCU03276.7	bem46
NCU16568.7	splicing factor 3b
NCU03306.7	conserved hypothetical protein
NCU04173.7	act
NCU00787.7	conserved hypothetical protein
NCU08363.7	MPU1p
NCU00549.7	glutathione transferase omega-1
NCU01097.7	conserved hypothetical protein
NCU03543.7	conserved hypothetical protein
NCU01973.7	set-8
NCU12044.7	predicted protein
NCU16684.7	conserved hypothetical protein
NCU08075.7	conserved hypothetical protein
NCU02921.7	cupin domain-containing protein
NCU16614.7	hypothetical protein
NCU05759.7	conserved hypothetical protein
NCU04786.7	SNF2 family helicase/ATPase
NCU05092.7	conserved hypothetical protein
NCU05385.7	conserved hypothetical protein
NCU00262.7	conserved hypothetical protein
NCU04252.7	SNARE docking complex subunit
NCU07929.7	eif3h
NCU08170.7	conserved hypothetical protein
NCU07977.7	conserved hypothetical protein
NCU04719.7	conserved hypothetical protein
NCU08083.7	conserved hypothetical protein
NCU06750.7	coiled-coil domain-containing protein 25
NCU09895.7	thioesterase
NCU07795.7	DUF1665 domain-containing protein
NCU04222.7	conserved hypothetical protein
NCU00107.7	mitochondrial inner membrane protease ATP-23
NCU03086.7	HpcH/HpaI aldolase/citrate lyase family protein
NCU02560.7	conserved hypothetical protein
NCU09175.7	GPI-anchored cell wall beta-1,3-endoglucanase EglC
NCU04737.7	nst-1
NCU05691.7	conserved hypothetical protein
NCU03207.7	ran GTPase activating protein 1
NCU17100.7	hypothetical protein
NCU04672.7	MatE family transporter
NCU00596.7	lipoyltransferase
NCU00178.7	RNA polymerase II elongator complex subunit
NCU09853.7	conserved hypothetical protein
NCU08870.7	conserved hypothetical protein
NCU08000.7	cutinase transcription factor 1 alpha
NCU03809.7	conserved hypothetical protein
NCU16790.7	predicted protein
NCU00322.7	predicted protein
NCU08017.7	conserved hypothetical protein
NCU09037.7	conserved hypothetical protein
NCU08605.7	pcb-2
NCU07213.7	conserved hypothetical protein
NCU09780.7	conserved hypothetical protein
NCU03348.7	aldehyde dehydrogenase
NCU05101.7	conserved hypothetical protein
NCU04570.7	NIMA interactive protein
NCU06993.7	Ash2-trithorax family protein
NCU07534.7	qde-1
NCU11098.7	UPF0052 domain-containing protein
NCU04245.7	tom70
NCU03494.7	pin-c
NCU04577.7	conserved hypothetical protein
NCU05978.7	conserved hypothetical protein
NCU07464.7	conserved hypothetical protein
NCU02194.7	conserved hypothetical protein
NCU08864.7	conserved hypothetical protein
NCU07956.7	pre-rRNA-processing protein PNO1
NCU03502.7	conserved hypothetical protein
NCU08933.7	cellular nucleic acid-binding protein
NCU08889.7	conserved hypothetical protein
NCU05656.7	conserved hypothetical protein
NCU07932.7	predicted protein
NCU04108.7	isoamyl alcohol oxidase
NCU08054.7	gh3-2
NCU00595.7	ubiquitin thiolesterase
NCU00907.7	conserved hypothetical protein
NCU06109.7	conserved hypothetical protein
NCU03462.7	leucine Rich Repeat domain-containing protein
NCU05138.7	conserved hypothetical protein
NCU10273.7	Hsc70 cochaperone
NCU07700.7	cot-3
NCU06199.7	RNA binding protein Jsn1
NCU11236.7	conserved hypothetical protein
NCU05429.7	1,4-alpha-glucan branching enzyme
NCU04633.7	RING finger protein
NCU08996.7	conserved hypothetical protein
NCU05176.7	conserved hypothetical protein
NCU05505.7	conserved hypothetical protein
NCU09990.7	conserved hypothetical protein
NCU02603.7	oxidoreductase
NCU09150.7	conserved hypothetical protein
NCU01393.7	class III chitinase
NCU04776.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU08240.7	conserved hypothetical protein
NCU06669.7	conserved hypothetical protein
NCU04493.7	conserved hypothetical protein
NCU00451.7	conserved hypothetical protein
NCU00941.7	conserved hypothetical protein
NCU04894.7	conserved hypothetical protein
NCU04325.7	conserved hypothetical protein
NCU05016.7	conserved hypothetical protein
NIL	questionable protein
NCU06311.7	GMP synthase
NCU07818.7	conserved hypothetical protein
NCU00710.7	acetyl xylan esterase
NCU04938.7	choline dehydrogenase
NCU09612.7	conserved hypothetical protein
NCU08019.7	conserved hypothetical protein
NCU04808.7	conserved hypothetical protein
NCU02696.7	pre-mRNA-processing ATP-dependent RNA helicase prp-5
NCU10278.7	conserved hypothetical protein
NCU03240.7	conserved hypothetical protein
NCU08953.7	conserved hypothetical protein
NCU11367.7	inositol phospholipid biosynthesis protein Scs3
NCU05219.7	conserved hypothetical protein
NCU02132.7	conserved hypothetical protein
NCU06233.7	conserved hypothetical protein
NCU02363.7	RTA1 domain-containing protein
NCU02089.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU02207.7	T-complex protein 1 subunit beta
NCU06155.7	predicted protein
NIL	conserved hypothetical protein
NCU08548.7	conserved hypothetical protein
NCU08222.7	conserved hypothetical protein
NCU08732.7	conserved hypothetical protein
NCU07630.7	conserved hypothetical protein
NCU09455.7	conserved hypothetical protein
NCU05818.7	phosphatidyl synthase
NIL	hypothetical protein
NCU08502.7	crp-14
NCU04111.7	phosphoesterase
NCU10185.7	tRNA isopentenyltransferase
NCU02340.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU05785.7	DUF907 domain-containing protein
NCU04031.7	conserved hypothetical protein
NCU09816.7	cyt-1
NCU10003.7	HET domain-containing protein
NCU08379.7	conserved hypothetical protein
NCU09743.7	conserved hypothetical protein
NCU05423.7	conserved hypothetical protein
NCU06339.7	APSES transcription factor Xbp1
NCU08652.7	conserved hypothetical protein
NCU09199.7	tyrosinase
NCU01972.7	conserved hypothetical protein
NCU03986.7	DNA-directed RNA polymerase III largest subunit
NCU04674.7	gh31-3
NCU06641.7	conserved hypothetical protein
NCU07921.7	conserved hypothetical protein
NCU07653.7	conserved hypothetical protein
NCU07919.7	catechol O-methyltransferase
NCU03899.7	HEC/Ndc80p family protein
NCU05507.7	conserved hypothetical protein
NCU12051.7	conserved hypothetical protein
NCU06923.7	methionine aminopeptidase 1
NCU00214.7	conserved hypothetical protein
NCU07207.7	conserved hypothetical protein
NCU06269.7	FHA domain-containing protein
NCU03910.7	microsomal cytochrome b5
NCU08346.7	un-1
NCU09734.7	conserved hypothetical protein
NCU01463.7	conserved hypothetical protein
NCU07699.7	conserved hypothetical protein
NCU02464.7	neuronal-specific septin-3
NCU06806.7	conserved hypothetical protein
NCU02498.7	Cullin-3
NCU05216.7	methoxy mycolic acid synthase 1
NCU00696.7	SH3 domain-containing protein
NCU09609.7	conserved hypothetical protein
NCU04249.7	conserved hypothetical protein
NCU07916.7	phenol 2-monooxygenase
NCU02530.7	cytochrome c oxidase copper chaperone Cox17
NCU00697.7	conserved hypothetical protein
NCU06576.7	conserved hypothetical protein
NCU17074.7	FF domain-containing protein
NCU03042.7	U2 snRNP component prp10
NCU04459.7	SAGA complex subunit
NCU03055.7	alpha-1,6-mannosyltransferase subunit
NCU09518.7	glucooligosaccharide oxidase
NCU03278.7	protein-ER retention protein
NCU08555.7	conserved hypothetical protein
NCU02767.7	PRO41 protein
NCU07808.7	predicted protein
NCU08769.7	con-6
NCU07513.7	conserved hypothetical protein
NCU11283.7	WD repeat protein
NCU06651.7	AN1-type zinc finger protein
NCU06136.7	conserved hypothetical protein
NCU04133.7	peptidase family M28
NCU03678.7	ssh-4
NCU11291.7	conserved hypothetical protein
NCU03022.7	F-box domain-containing protein
NCU17030.7	conserved hypothetical protein
NCU06987.7	conserved hypothetical protein
NCU06906.7	conserved hypothetical protein
NCU02461.7	conserved hypothetical protein
NCU09161.7	translation factor pelota
NCU16444.7	hypothetical protein
NCU04555.7	conserved hypothetical protein
NCU07325.7	con-10
NCU10730.7	conserved hypothetical protein
NCU11371.7	COBW domain-containing protein 1
NCU07503.7	conserved hypothetical protein
NCU06272.7	rRNA biogenesis protein RRP5
NCU07572.7	conserved hypothetical protein
NCU06209.7	conserved hypothetical protein
NCU05567.7	conserved hypothetical protein
NCU07175.7	APC amino acid permease
NCU00072.7	conserved hypothetical protein
NCU08368.7	ribonuclease P complex subunit Pop2
NCU02960.7	pex5
NCU03360.7	conserved hypothetical protein
NCU04811.7	conserved hypothetical protein
NCU02703.7	conserved hypothetical protein
NCU01530.7	conserved hypothetical protein
NCU02681.7	translocation protein
NCU04859.7	nst-4
NCU01003.7	conserved hypothetical protein
NCU04150.7	ribosomal large subunit biogenesis protein MAK16
NCU06197.7	conserved hypothetical protein
NCU11352.7	conserved hypothetical protein
NCU08095.7	conserved hypothetical protein
NCU08955.7	UBX domain-containing protein
NCU09814.7	conserved hypothetical protein
NCU09217.7	golgi reassembly stacking protein
NCU03137.7	nuclear elongation and deformation protein 1
NCU08056.7	ABC drug exporter AtrF
NCU06039.7	WD repeat protein
NCU05356.7	conserved hypothetical protein
NCU02378.7	integral membrane protein
NCU05580.7	membrane transporter
NCU02877.7	conserved hypothetical protein
NCU05422.7	vacuolar protein sorting protein
NCU09045.7	heterokaryon incompatibility protein
NCU09529.7	conserved hypothetical protein
NCU04826.7	conserved hypothetical protein
NCU03862.7	triacylglycerol lipase
NCU03726.7	conserved hypothetical protein
NCU07297.7	conserved hypothetical protein
NCU02847.7	conserved hypothetical protein
NCU02595.7	conserved hypothetical protein
NCU08579.7	ubiquitin C-terminal hydrolase
NCU09586.7	conserved hypothetical protein
NCU07008.7	cao-1
NCU06375.7	metallophosphoesterase domain-containing protein 2
NCU02561.7	conserved hypothetical protein
NCU09718.7	n(4)-(beta-n-acetylglucosaminyl)-l-asparaginase
NIL	conserved hypothetical protein
NCU08993.7	HEAT repeat containing protein
NCU00273.7	conserved hypothetical protein
NCU01236.7	GIY-YIG catalytic domain-containing protein
NCU07378.7	serine threonine protein kinase
NCU08199.7	6-hydroxy-D-nicotine oxidase
NCU03673.7	hypothetical protein
NCU04522.7	conserved hypothetical protein
NCU02612.7	conserved hypothetical protein
NCU07733.7	electron transfer flavoprotein beta-subunit
NCU07568.7	conserved hypothetical protein
NCU07491.7	conserved hypothetical protein
NCU06210.7	conserved hypothetical protein
NCU04920.7	conserved hypothetical protein
NCU12046.7	gamma-butyrobetaine dioxygenase
NCU08681.7	conserved hypothetical protein
NCU00846.7	conserved hypothetical protein
NCU16537.7	hypothetical protein
NCU09220.7	vacuolar fusion protein mon-1
NCU06943.7	SIK1
NCU02020.7	metalloreductase transmembrane component
NCU06416.7	uc-3
NCU05856.7	conserved hypothetical protein
NCU02466.7	SVP1-like protein 2
NCU03980.7	T-complex protein 1 subunit epsilon
NCU09352.7	far upstream element-binding protein 2
NCU09023.7	laccase 2
NCU04810.7	serine/threonine-protein phosphatase 2A activator 1
NIL	conserved hypothetical protein
NCU08512.7	hsf-1
NCU09106.7	csw-1
NCU09049.7	conserved hypothetical protein
NCU08942.7	G-patch DNA repair protein
NCU07765.7	conserved hypothetical protein
NCU02882.7	conserved hypothetical protein
NCU03992.7	fim
NCU16512.7	predicted protein
NIL	conserved hypothetical protein
NCU05649.7	RTA1 domain-containing protein
NCU03991.7	sterol O-acyltransferase 1
NCU02153.7	conserved hypothetical protein
NCU03597.7	DNA polymerase alpha/primase associated subunit
NCU08283.7	integral membrane channel protein
NCU03477.7	conserved hypothetical protein
NCU09005.7	conserved hypothetical protein
NCU00033.7	hypothetical protein
NCU00692.7	chaperone dnaK
NCU02515.7	dipeptidyl aminopeptidase
NCU07516.7	RING finger membrane protein
NCU07735.7	Grp1p
NCU11312.7	CorA family metal ion transporter
NCU08270.7	dcl-1
NCU06278.7	elongation factor 2
NCU07168.7	conserved hypothetical protein
NCU00645.7	conserved hypothetical protein
NCU09315.7	nuc-1
NCU01584.7	hypothetical protein
NCU10186.7	conserved hypothetical protein
NCU00209.7	conserved hypothetical protein
NCU05872.7	conserved hypothetical protein
NCU07313.7	chromosome transmission fidelity protein 18
NCU09435.7	mRNA 3'-end-processing protein RNA-14
NCU07042.7	alcohol dehydrogenase
NCU04369.7	conserved hypothetical protein
NCU06420.7	conserved hypothetical protein
NCU09512.7	U6 small nuclear ribonucleoprotein
NCU08050.7	conserved hypothetical protein
NCU06310.7	exopolyphosphatase
NCU05554.7	un-25
NCU03630.7	conserved hypothetical protein
NCU09080.7	conserved hypothetical protein
NCU02962.7	conserved hypothetical protein
NCU05117.7	DUF1716 domain-containing protein
NCU09647.7	conserved hypothetical protein
NCU00890.7	gh2-1
NCU09748.7	transcription initiation factor IIA gamma chain
NCU08547.7	conserved hypothetical protein
NCU00603.7	conserved hypothetical protein
NCU02477.7	crp-42
NCU06206.7	conserved hypothetical protein
NCU03887.7	CreD
NCU06181.7	conserved hypothetical protein
NCU03583.7	conserved hypothetical protein
NCU08501.7	E3 ubiquitin-protein ligase TOM1-like protein
NCU01089.7	flavin-containing amine oxidasedehydrogenase
NCU04419.7	2-oxoglutarate-dependent ethylene/succinate-forming enzyme
NCU02507.7	conserved hypothetical protein
NCU08354.7	conserved hypothetical protein
NCU09775.7	alpha-N-arabinofuranosidase
NCU03578.7	conserved hypothetical protein
