Gene	ReactionId	RxnName	RxnEqn
NCU02416.7	RXN2T-392	EC 2.3.1.158	1-18:0-2-18:3-phosphatidate + 1-18:0-2-18:1-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU04923.7	GLYCEROL-DEHYDROGENASE-NADP+-RXN	EC 1.1.1.72	glycerol + NADP<sup>+</sup>  =  D-glyceraldehyde + NADPH + H<SUP>+</SUP>
NCU00403.7	THREODEHYD-RXN	EC 1.1.1.103	L-threonine + NAD<sup>+</sup>  =  2-amino-3-oxobutanoate + NADH + 2 H<SUP>+</SUP>
NCU02922.7	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	EC 1.1.1.30	(R)-3-hydroxybutanoate + NAD<sup>+</sup>  =  acetoacetate + NADH + H<SUP>+</SUP>
NCU01904.7	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	EC 1.1.1.30	(R)-3-hydroxybutanoate + NAD<sup>+</sup>  =  acetoacetate + NADH + H<SUP>+</SUP>
NCU03525.7	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	EC 1.1.1.30	(R)-3-hydroxybutanoate + NAD<sup>+</sup>  =  acetoacetate + NADH + H<SUP>+</SUP>
NCU08228.7	RXN2T-480	EC 1.1.1.22	UDP-&alpha;-D-glucose + 2.0 NAD<sup>+</sup> + H<SUB>2</SUB>O  =  UDP-D-glucuronate + 2.0 NADH + 3.0 H<SUP>+</SUP>
NCU04936.7	RXN2T-480	EC 1.1.1.22	UDP-&alpha;-D-glucose + 2.0 NAD<sup>+</sup> + H<SUB>2</SUB>O  =  UDP-D-glucuronate + 2.0 NADH + 3.0 H<SUP>+</SUP>
NCU06532.7	DIHYDROOROTOX-RXN	EC 1.3.3.1	(<i>S</i>)-dihydroorotate + oxygen  =  orotate + hydrogen peroxide
NCU04768.7	SARCOX-RXN	EC 1.5.3.1	sarcosine + oxygen + H<SUB>2</SUB>O  =  hydrogen peroxide + formaldehyde + glycine
NCU02416.7	RXN2T-399	EC 2.3.1.158	1-16:0-2-18:1-phosphatidate + 1-18:3-2-18:2-diacylglycerol  =  1-linoleneoyl-2-lyso-phosphatidate + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU08027.7	RXN2T-150	EC 3.6.1.6	dCDP + H<SUB>2</SUB>O  =  dCMP + phosphate + H<SUP>+</SUP>
NCU02797.7	RXN2T-269	EC 2.7.7.9	UTP + &alpha;-D-glucose 1-phosphate + H<SUP>+</SUP>  =  UDP-&alpha;-D-glucose + diphosphate
NCU08549.7	RXN2T-136	EC 5.1.3.2	UDP-&alpha;-D-glucose  =  UDP-D-galactose
NCU05133.7	RXN2T-136	EC 5.1.3.2	UDP-&alpha;-D-glucose  =  UDP-D-galactose
NCU04442.7	RXN2T-136	EC 5.1.3.2	UDP-&alpha;-D-glucose  =  UDP-D-galactose
NCU00414.7	ADENOSINE-KINASE-RXN	EC 2.7.1.20	adenosine + ATP  =  AMP + ADP + H<SUP>+</SUP>
NCU02416.7	RXN2T-350	EC 2.3.1.158	phosphatidylcholine + 1-20:0-2-18:0-diacylglycerol  =  1-16:0-lysophosphatidylcholine + 1-16:0-2-18:0-3-24:0-triacylglycerol
NCU02665.7	RXN2T-322	EC 2.3.1.20	1-20:0-2-18:0-diacylglycerol + palmitoyl-CoA  =  1-16:0-2-18:0-3-20:0-triacylglycerol + coenzyme A
NCU02416.7	RXN2T-413	EC 2.3.1.158	1-18:3-2-18:2-phosphatidylcholine + 1-16:0-2-18:1-diacylglycerol  =  1-18:2-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU06652.7	RXN2T-485	EC 1.1.1.284	<i>S</i>-hydroxymethylglutathione + NADP<sup>+</sup>  =  <i>S</i>-formylglutathione + NADPH + H<SUP>+</SUP>
NCU04400.7	GLYCERONE-KINASE-RXN	EC 2.7.1.29	dihydroxy-acetone + ATP  =  dihydroxyacetone phosphate + ADP + H<SUP>+</SUP>
NCU03779.7	GLYCERONE-KINASE-RXN	EC 2.7.1.29	dihydroxy-acetone + ATP  =  dihydroxyacetone phosphate + ADP + H<SUP>+</SUP>
NCU04339.7	RXN2T-274	EC 2.7.1.15	ATP + &alpha;-D-ribofuranose  =  D-ribose 5-phosphate + ADP + H<SUP>+</SUP>
NCU08027.7	RXN2T-158	EC 3.6.1.6	dTDP + H<SUB>2</SUB>O  =  dTMP + phosphate + H<SUP>+</SUP>
NCU08313.7	RIBOFLAVINSYNREDUC-RXN	EC 1.1.1.193	5-amino-6-(5-phospho-D-ribosylamino)uracil + NADP<sup>+</sup>  =  5-amino-6-(5'-phosphoribosylamino)uracil + NADPH + H<SUP>+</SUP>
NCU03084.7	RXN2T-165	EC 3.2.2.1	guanosine + H<SUB>2</SUB>O  =  guanine + &beta;-D-ribofuranose
NCU02416.7	RXN2T-440	EC 2.3.1.158	1-18:0-2-20:4-phosphatidate + 1-16:0-2-18:1-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU00008.7	RXN2T-278	EC 2.3.1.24	sphingosine + oleoyl-CoA  =  sphing-4-enine-18:1-ceramide + coenzyme A + H<SUP>+</SUP>
NCU02468.7	RXN2T-278	EC 2.3.1.24	sphingosine + oleoyl-CoA  =  sphing-4-enine-18:1-ceramide + coenzyme A + H<SUP>+</SUP>
NCU03850.7	UREIDOGLYCOLATE-HYDROLASE-RXN	EC 3.5.3.19	<i>S</i>-(-)-ureidoglycolate + H<SUB>2</SUB>O  =  2 ammonia + CO<SUB>2</SUB> + glyoxylate
NCU01348.7	AGMATIN-RXN	EC 3.5.3.11	agmatine + H<SUB>2</SUB>O  =  urea + putrescine
NCU11320.7	AGMATIN-RXN	EC 3.5.3.11	agmatine + H<SUB>2</SUB>O  =  urea + putrescine
NCU04071.7	CARBOXY-CISCIS-MUCONATE-CYCLASE-RXN	EC 5.5.1.5	3-carboxy-2,5-dihydro-5-oxofuran-2-acetate  =  3-carboxy-<i>cis</i>,<i>cis</i>-muconate + H<SUP>+</SUP>
NCU10506.7	RXN2T-225	EC 3.1.1.3	1-16:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  &alpha;-linolenate + 1-16:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-225	EC 3.1.1.3	1-16:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  &alpha;-linolenate + 1-16:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-225	EC 3.1.1.3	1-16:0-2-18:1-3-18:2-triacylglycerol + H<SUB>2</SUB>O  =  &alpha;-linolenate + 1-16:0-2-18:0-diacylglycerol + H<SUP>+</SUP>
NCU07053.7	RXN2T-462	EC 1.2.1.3	isobutanal + NAD<sup>+</sup> + H<SUB>2</SUB>O  =  2-butanoate + NADH + 2.0 H<SUP>+</SUP>
NCU00378.7	RXN2T-462	EC 1.2.1.3	isobutanal + NAD<sup>+</sup> + H<SUB>2</SUB>O  =  2-butanoate + NADH + 2.0 H<SUP>+</SUP>
NCU03415.7	RXN2T-462	EC 1.2.1.3	isobutanal + NAD<sup>+</sup> + H<SUB>2</SUB>O  =  2-butanoate + NADH + 2.0 H<SUP>+</SUP>
NCU08280.7	RXN2T-112	EC 1.14.99.7	squalene + NADH + H<SUP>+</SUP> + oxygen  =  (S)-2,3-epoxysqualene + NAD<sup>+</sup> + H<SUB>2</SUB>O
NCU07741.7	RXN2T-287	EC 2.3.1.51	1-linoleyl-2-lyso-phosphatidate + palmitoyl-CoA  =  1-16:0-2-18:2-phosphatidate + coenzyme A
NCU00168.7	RXN2T-287	EC 2.3.1.51	1-linoleyl-2-lyso-phosphatidate + palmitoyl-CoA  =  1-16:0-2-18:2-phosphatidate + coenzyme A
NCU06194.7	RXN2T-287	EC 2.3.1.51	1-linoleyl-2-lyso-phosphatidate + palmitoyl-CoA  =  1-16:0-2-18:2-phosphatidate + coenzyme A
NCU02624.7	RXN66-305	EC 1.14.13.70	4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + oxygen  =  4,4-dimethyl-5-&alpha;-cholesta-8,14,24-trien-3-&beta;-ol + formate + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU05376.7	RXN66-305	EC 1.14.13.70	4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + oxygen  =  4,4-dimethyl-5-&alpha;-cholesta-8,14,24-trien-3-&beta;-ol + formate + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU05967.7	RXN66-305	EC 1.14.13.70	4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + oxygen  =  4,4-dimethyl-5-&alpha;-cholesta-8,14,24-trien-3-&beta;-ol + formate + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU05001.7	RXN66-305	EC 1.14.13.70	4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + oxygen  =  4,4-dimethyl-5-&alpha;-cholesta-8,14,24-trien-3-&beta;-ol + formate + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU09565.7	RXN66-305	EC 1.14.13.70	4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + oxygen  =  4,4-dimethyl-5-&alpha;-cholesta-8,14,24-trien-3-&beta;-ol + formate + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU05001.7	RXN66-305	EC 1.14.13.70	4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + oxygen  =  4,4-dimethyl-5-&alpha;-cholesta-8,14,24-trien-3-&beta;-ol + formate + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU03955.7	RXN2T-184	EC 3.1.4.4	1-18:0-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:2-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-184	EC 3.1.4.4	1-18:0-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:2-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-184	EC 3.1.4.4	1-18:0-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:2-phosphatidate + H<SUP>+</SUP>
NCU08027.7	RXN2T-154	EC 3.6.1.6	UDP + H<SUB>2</SUB>O  =  uridine-5'-phosphate + phosphate + H<SUP>+</SUP>
NCU08976.7	RXN2T-279	EC 2.3.1.119	malonyl-CoA + arachidoyl-CoA + NADPH + 4.0 H<SUP>+</SUP>  =  CO<SUB>2</SUB> + behenyl CoA + coenzyme A + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU03955.7	RXN2T-175	EC 3.1.4.4	1-18:3-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:3-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-175	EC 3.1.4.4	1-18:3-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:3-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-175	EC 3.1.4.4	1-18:3-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:3-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU07741.7	RXN2T-299	EC 2.3.1.51	1-palmitoylglycerol 3-phosphate + oleoyl-CoA  =  1-16:0-2-18:1-phosphatidate + coenzyme A
NCU00168.7	RXN2T-299	EC 2.3.1.51	1-palmitoylglycerol 3-phosphate + oleoyl-CoA  =  1-16:0-2-18:1-phosphatidate + coenzyme A
NCU06194.7	RXN2T-299	EC 2.3.1.51	1-palmitoylglycerol 3-phosphate + oleoyl-CoA  =  1-16:0-2-18:1-phosphatidate + coenzyme A
NCU02416.7	RXN2T-421	EC 2.3.1.158	1-18:1-2-18:2-phosphatidylcholine + 1-16:0-2-18:1-diacylglycerol  =  1-18:1-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU10506.7	RXN2T-228	EC 3.1.1.3	1-16:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-18:3-2-16:0-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-228	EC 3.1.1.3	1-16:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-18:3-2-16:0-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-228	EC 3.1.1.3	1-16:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  oleate + 1-18:3-2-16:0-diacylglycerol + H<SUP>+</SUP>
NCU06402.7	RXN2T-465	EC 1.14.13.72	4&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + oxygen  =  4&alpha;-carboxy-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU02416.7	RXN2T-359	EC 2.3.1.158	1-16:0-2-18:1-phosphatidate + 1-20:0-2-18:0-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-16:0-2-18:0-3-18:1-triacylglycerol
NCU02416.7	RXN2T-381	EC 2.3.1.158	1-18:0-2-20:4-phosphatidate + 1-16:0-2-18:0-diacylglycerol  =  1-linoleneoyl-2-lyso-phosphatidate + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU11286.7	NADH-PEROXIDASE-RXN	EC 1.11.1.1	hydrogen peroxide + NADH + H<SUP>+</SUP>  =  NAD<sup>+</sup> + 2 H<SUB>2</SUB>O
NCU02416.7	RXN2T-369	EC 2.3.1.158	1-18:1-2-16:0-phosphatidylglycerol + 1-20:0-2-18:0-diacylglycerol  =  1-18:1-lysophosphatidylglycerol + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU07741.7	RXN2T-281	EC 2.3.1.51	1-arachadoylglycerol 3-phosphate + stearoyl-CoA  =  1-20:0-2-18:0-phosphatidate + coenzyme A
NCU00168.7	RXN2T-281	EC 2.3.1.51	1-arachadoylglycerol 3-phosphate + stearoyl-CoA  =  1-20:0-2-18:0-phosphatidate + coenzyme A
NCU06194.7	RXN2T-281	EC 2.3.1.51	1-arachadoylglycerol 3-phosphate + stearoyl-CoA  =  1-20:0-2-18:0-phosphatidate + coenzyme A
NCU03955.7	RXN2T-177	EC 3.1.4.4	1-18:3-2-18:2-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:2-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-177	EC 3.1.4.4	1-18:3-2-18:2-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:2-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-177	EC 3.1.4.4	1-18:3-2-18:2-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:2-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU04380.7	RXN2T-126	EC 6.2.1.3	ATP + &alpha;-linolenate + coenzyme A  =  AMP + linoleneoyl-CoA + diphosphate
NCU07741.7	RXN2T-302	EC 2.3.1.51	1-stearoylglycerol 3-phosphate + linoleneoyl-CoA  =  1-18:1-2-18:2-phosphatidate + coenzyme A
NCU00168.7	RXN2T-302	EC 2.3.1.51	1-stearoylglycerol 3-phosphate + linoleneoyl-CoA  =  1-18:1-2-18:2-phosphatidate + coenzyme A
NCU06194.7	RXN2T-302	EC 2.3.1.51	1-stearoylglycerol 3-phosphate + linoleneoyl-CoA  =  1-18:1-2-18:2-phosphatidate + coenzyme A
NCU02416.7	RXN2T-396	EC 2.3.1.158	1-16:0-2-18:1-phosphatidylcholine + 1-18:3-2-18:2-diacylglycerol  =  1-18:3-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU05802.7	RXN2T-146	EC 3.6.1.15	ATP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU08928.7	RXN2T-146	EC 3.6.1.15	ATP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU03808.7	RXN2T-146	EC 3.6.1.15	ATP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU01441.7	RXN2T-146	EC 3.6.1.15	ATP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU01143.7	RXN2T-146	EC 3.6.1.15	ATP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU06318.7	RXN2T-146	EC 3.6.1.15	ATP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU01612.7	RXN2T-146	EC 3.6.1.15	ATP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU02728.7	RXN2T-146	EC 3.6.1.15	ATP + H<SUB>2</SUB>O  =  2'-deoxyguanosine-5'-diphosphate + phosphate + H<SUP>+</SUP>
NCU02416.7	RXN2T-411	EC 2.3.1.158	1-18:2-2-18:3-phosphatidylcholine + 1-16:0-2-18:1-diacylglycerol  =  1-18:2-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU00447.7	AKBLIG-RXN	EC 2.3.1.29	2-amino-3-oxobutanoate + coenzyme A + H<SUP>+</SUP>  &rarr;  glycine + acetyl-CoA
NCU02416.7	RXN2T-439	EC 2.3.1.158	1-18:0-2-20:4-phosphatidate + 1-16:0-2-18:1-diacylglycerol  =  1-oleyl-2-lyso-phosphatidate + 1-18:0-2-18:1-3-18:2-triacylglycerol
NCU06558.7	RXN2T-453	EC 1.4.3.3	D-alanine<SUB>[mitochondrial lumen]</SUB> + H<SUB>2</SUB>O<SUB>[mitochondrial lumen]</SUB> + oxygen<SUB>[mitochondrial lumen]</SUB>  =  pyruvate<SUB>[mitochondrial lumen]</SUB> + hydrogen peroxide<SUB>[mitochondrial lumen]</SUB> + ammonia<SUB>[mitochondrial lumen]</SUB> + H<SUP>+</SUP><SUB>[mitochondrial lumen]</SUB>
NCU10506.7	RXN2T-231	EC 3.1.1.3	1-16:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  &alpha;-linolenate + 1-16:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-231	EC 3.1.1.3	1-16:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  &alpha;-linolenate + 1-16:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-231	EC 3.1.1.3	1-16:0-2-18:1-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  &alpha;-linolenate + 1-16:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU03955.7	RXN2T-189	EC 3.1.4.4	1-18:2-2-18:1-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:0-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-189	EC 3.1.4.4	1-18:2-2-18:1-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:0-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-189	EC 3.1.4.4	1-18:2-2-18:1-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:0-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU06141.7	HEMEOSYN-RXN	EC 2.5.1.-	protoheme IX + (2<i>E</i>,6</i>E</i>)-farnesyl diphosphate + H<SUB>2</SUB>O  =  heme <i>o</i> + diphosphate
NCU01106.7	RXN2T-451	EC 1.4.3.2	L-alanine + H<SUB>2</SUB>O + oxygen  =  pyruvate + hydrogen peroxide + ammonia + H<SUP>+</SUP>
NCU01066.7	RXN2T-451	EC 1.4.3.2	L-alanine + H<SUB>2</SUB>O + oxygen  =  pyruvate + hydrogen peroxide + ammonia + H<SUP>+</SUP>
NCU04339.7	RXN2T-273	EC 2.7.1.15	ATP + &beta;-D-ribofuranose  =  D-ribose 5-phosphate + ADP + H<SUP>+</SUP>
NCU07741.7	RXN2T-305	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + linoleoyl-CoA  =  1-18:0-2-18:3-phosphatidate + coenzyme A
NCU00168.7	RXN2T-305	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + linoleoyl-CoA  =  1-18:0-2-18:3-phosphatidate + coenzyme A
NCU06194.7	RXN2T-305	EC 2.3.1.51	1-oleyl-2-lyso-phosphatidate + linoleoyl-CoA  =  1-18:0-2-18:3-phosphatidate + coenzyme A
NCU06402.7	RXN2T-476	EC 1.14.13.72	4,4-dimethylzymosterol + NADH + H<SUP>+</SUP> + oxygen  =  4&alpha;-hydroxymethyl-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NAD<sup>+</sup> + H<SUB>2</SUB>O
NCU09692.7	RXN2T-190	EC 3.1.3.4	1-18:2-2-18:3-phosphatidate + H<SUB>2</SUB>O  =  1-18:3-2-18:2-diacylglycerol + phosphate
NCU02476.7	RXN-6021	EC 1.1.1.1	choline + NAD<sup>+</sup>  =  betaine aldehyde + NADH + H<SUP>+</SUP>
NCU01754.7	RXN-6021	EC 1.1.1.1	choline + NAD<sup>+</sup>  =  betaine aldehyde + NADH + H<SUP>+</SUP>
NCU06652.7	RXN-6021	EC 1.1.1.1	choline + NAD<sup>+</sup>  =  betaine aldehyde + NADH + H<SUP>+</SUP>
NCU07741.7	RXN2T-300	EC 2.3.1.51	1-linoleneoyl-2-lyso-phosphatidate + stearoyl-CoA  =  1-18:1-2-18:2-phosphatidate + coenzyme A
NCU00168.7	RXN2T-300	EC 2.3.1.51	1-linoleneoyl-2-lyso-phosphatidate + stearoyl-CoA  =  1-18:1-2-18:2-phosphatidate + coenzyme A
NCU06194.7	RXN2T-300	EC 2.3.1.51	1-linoleneoyl-2-lyso-phosphatidate + stearoyl-CoA  =  1-18:1-2-18:2-phosphatidate + coenzyme A
NCU02416.7	RXN2T-383	EC 2.3.1.158	1-18:0-2-20:4-phosphatidate + 1-16:0-2-18:2-diacylglycerol  =  1-stearoylglycerol 3-phosphate + 1-18:0-2-18:2-3-18:3-triacylglycerol
NCU04202.7	GDPKIN-RXN	EC 2.7.4.6	GDP + ATP  =  GTP + ADP
NCU02416.7	RXN2T-397	EC 2.3.1.158	1-16:0-2-18:1-phosphatidylcholine + 1-18:3-2-18:2-diacylglycerol  =  1-18:2-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU02416.7	RXN2T-402	EC 2.3.1.158	1-18:2-2-16:0-phosphatidylglycerol + 1-18:3-2-18:2-diacylglycerol  =  1-18:3-lysophosphatidylglycerol + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU03713.7	GUANOSINE-DIPHOSPHATASE-RXN	EC 3.6.1.42	GDP + H<SUB>2</SUB>O  =  GMP + phosphate + H<SUP>+</SUP>
NCU02665.7	RXN2T-320	EC 2.3.1.20	1-18:3-2-18:2-diacylglycerol + stearoyl-CoA  =  1-18:0-2-18:2-3-18:3-triacylglycerol + coenzyme A
NCU02786.7	ALDOSE-1-EPIMERASE-RXN	EC 5.1.3.3	&alpha;-D-glucose  =  &beta;-D-glucose
NCU08516.7	ALDOSE-1-EPIMERASE-RXN	EC 5.1.3.3	&alpha;-D-glucose  =  &beta;-D-glucose
NCU08398.7	ALDOSE-1-EPIMERASE-RXN	EC 5.1.3.3	&alpha;-D-glucose  =  &beta;-D-glucose
NCU09705.7	ALDOSE-1-EPIMERASE-RXN	EC 5.1.3.3	&alpha;-D-glucose  =  &beta;-D-glucose
NCU02253.7	RXN66-314	EC 1.1.1.270	3-keto-4-methylzymosterol + NADPH + H<SUP>+</SUP>  =  4-&alpha;-methylzymosterol + NADP<sup>+</sup>
NCU05991.7	RXN66-314	EC 1.1.1.270	3-keto-4-methylzymosterol + NADPH + H<SUP>+</SUP>  =  4-&alpha;-methylzymosterol + NADP<sup>+</sup>
NCU16596.7	RXN66-314	EC 1.1.1.270	3-keto-4-methylzymosterol + NADPH + H<SUP>+</SUP>  =  4-&alpha;-methylzymosterol + NADP<sup>+</sup>
NCU00602.7	2.1.1.130-RXN	EC 2.1.1.130	<i>S</i>-adenosyl-L-methionine + precorrin-2  =  <i>S</i>-adenosyl-L-homocysteine + precorrin-3A + H<SUP>+</SUP>
NCU06558.7	D-AMINO-ACID-OXIDASE-RXN	EC 1.4.3.3	a D-amino acid<SUB>[mitochondrial lumen]</SUB> + oxygen<SUB>[mitochondrial lumen]</SUB> + H<SUB>2</SUB>O<SUB>[mitochondrial lumen]</SUB>  =  ammonia<SUB>[mitochondrial lumen]</SUB> + hydrogen peroxide<SUB>[mitochondrial lumen]</SUB> + a 2-oxo acid<SUB>[mitochondrial lumen]</SUB> + H<SUP>+</SUP><SUB>[mitochondrial lumen]</SUB>
NCU08027.7	RXN2T-155	EC 3.6.1.6	UDP + H<SUB>2</SUB>O  =  uridine 2'-monophosphate + phosphate + H<SUP>+</SUP>
NCU06881.7	RXNI-2	EC 2.8.3.5	succinyl-CoA + acetoacetate  =  succinate + acetoacetyl-CoA
NCU08145.7	RXNI-2	EC 2.8.3.5	succinyl-CoA + acetoacetate  =  succinate + acetoacetyl-CoA
NCU02416.7	RXN2T-362	EC 2.3.1.158	1-16:0-2-18:0-phosphatidate + 1-20:0-2-18:0-diacylglycerol  =  1-stearoylglycerol 3-phosphate + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU03223.7	RXN2T-264	EC 2.7.8.2	CDP-choline + 1-16:0-2-18:1-diacylglycerol  =  CMP + 1-16:0-2-18:1-phosphatidylcholine + H<SUP>+</SUP>
NCU01993.7	RXN2T-264	EC 2.7.8.2	CDP-choline + 1-16:0-2-18:1-diacylglycerol  =  CMP + 1-16:0-2-18:1-phosphatidylcholine + H<SUP>+</SUP>
NCU00655.7	RXN2T-457	EC 1.3.1.38	<i>trans</i>-2,3-stearoyl-CoA + NADPH  =  oleoyl-CoA + NADP<sup>+</sup> + H<SUP>+</SUP>
NCU02583.7	RXN2T-518	EC 3.2.1.20	maltose<SUB>[extracellular space]</SUB> + H<SUB>2</SUB>O<SUB>[extracellular space]</SUB>  =  2 &alpha;-D-glucose<SUB>[extracellular space]</SUB>
NCU02624.7	RXN66-303	EC 1.14.13.70	lanosterol + NADPH + H<SUP>+</SUP> + oxygen  =  4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU05376.7	RXN66-303	EC 1.14.13.70	lanosterol + NADPH + H<SUP>+</SUP> + oxygen  =  4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU05967.7	RXN66-303	EC 1.14.13.70	lanosterol + NADPH + H<SUP>+</SUP> + oxygen  =  4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + H<SUB>2</SUB>O
